journal,article_nr,n_chars,n_words
journal_13,357,83913,7551
journal_13,358,66201,5810
journal_13,359,75149,6962
journal_13,36,63140,6243
journal_13,360,1105,56
journal_13,361,41581,4175
journal_13,362,66184,6512
journal_13,363,65242,6039
journal_13,364,52381,5087
journal_13,365,79057,7401
journal_13,366,64458,6322
journal_13,367,63282,6493
journal_13,368,64890,5965
journal_13,369,4195,395
journal_13,37,72430,6958
journal_13,370,69722,5975
journal_13,371,53030,4603
journal_13,372,59967,5759
journal_13,373,54943,5245
journal_13,374,72104,6956
journal_13,375,65571,6299
journal_13,376,49029,4128
journal_13,377,60692,5869
journal_13,378,79183,7991
journal_13,379,70923,6876
journal_13,38,57416,5784
journal_13,380,90099,8772
journal_13,381,37382,3366
journal_13,382,61168,6058
journal_13,383,-1,-1
journal_13,384,-1,-1
journal_13,385,-1,-1
journal_13,386,-1,-1
journal_13,387,-1,-1
journal_13,388,-1,-1
journal_13,389,-1,-1
journal_13,39,49175,5177
journal_13,390,-1,-1
journal_13,391,-1,-1
journal_13,392,-1,-1
journal_13,393,-1,-1
journal_13,394,-1,-1
journal_13,395,-1,-1
journal_13,396,-1,-1
journal_13,397,-1,-1
journal_13,398,-1,-1
journal_13,399,-1,-1
journal_13,4,106431,10829
journal_13,40,74353,7387
journal_13,400,-1,-1
journal_13,401,-1,-1
journal_13,402,-1,-1
journal_13,403,-1,-1
journal_13,404,-1,-1
journal_13,405,-1,-1
journal_13,406,-1,-1
journal_13,407,-1,-1
journal_13,408,-1,-1
journal_13,409,-1,-1
journal_13,41,-1,-1
journal_13,410,-1,-1
journal_13,411,-1,-1
journal_13,412,-1,-1
journal_13,413,-1,-1
journal_13,414,-1,-1
journal_13,415,-1,-1
journal_13,416,-1,-1
journal_13,417,-1,-1
journal_13,418,-1,-1
journal_13,419,-1,-1
journal_13,42,70928,7172
journal_13,420,-1,-1
journal_13,421,-1,-1
journal_13,422,-1,-1
journal_13,423,-1,-1
journal_13,424,-1,-1
journal_13,425,-1,-1
journal_13,426,-1,-1
journal_13,427,-1,-1
journal_13,428,-1,-1
journal_13,429,-1,-1
journal_13,43,113465,11904
journal_13,430,-1,-1
journal_13,431,-1,-1
journal_13,432,-1,-1
journal_13,433,-1,-1
journal_13,434,-1,-1
journal_13,435,-1,-1
journal_13,436,-1,-1
journal_13,437,-1,-1
journal_13,438,-1,-1
journal_13,439,-1,-1
journal_13,44,81531,7750
journal_13,440,-1,-1
journal_13,441,-1,-1
journal_13,442,-1,-1
journal_13,443,-1,-1
journal_13,444,-1,-1
journal_13,445,-1,-1
journal_13,446,-1,-1
journal_13,447,-1,-1
journal_13,448,-1,-1
journal_13,449,-1,-1
journal_13,45,62693,6249
journal_13,450,-1,-1
journal_13,451,-1,-1
journal_13,452,87330,7577
journal_13,453,55812,5435
journal_13,454,57725,5223
journal_13,455,63135,6245
journal_13,456,51184,4443
journal_13,457,50972,4511
journal_13,458,5562,462
journal_13,459,70138,6561
journal_13,46,70349,6657
journal_13,460,2872,283
journal_13,461,8084,745
journal_13,462,52868,4396
journal_13,463,9673,848
journal_13,464,61836,5525
journal_13,465,69089,7122
journal_13,466,58627,5404
journal_13,467,71894,6692
journal_13,468,9592,796
journal_13,469,115350,11163
journal_13,47,52424,4689
journal_13,470,64591,5927
journal_13,471,58635,5347
journal_13,472,59176,5404
journal_13,473,8149,761
journal_13,474,61533,6006
journal_13,475,66959,6665
journal_13,476,69971,6861
journal_13,477,59898,5727
journal_13,478,85679,8680
journal_13,479,70606,6389
journal_13,48,83233,8394
journal_13,480,3811,318
journal_13,481,64460,5892
journal_13,482,77784,7582
journal_13,483,48754,5052
journal_13,484,52539,5349
journal_13,485,70751,7616
journal_13,486,72997,6545
journal_13,487,66173,5963
journal_13,488,50430,5059
journal_13,489,45392,3985
journal_13,49,73835,6948
journal_13,490,46115,4151
journal_13,491,62621,6393
journal_13,492,71770,6344
journal_13,493,3032,277
journal_13,494,46640,3820
journal_13,495,7025,684
journal_13,496,79724,7253
journal_13,497,40875,3722
journal_13,498,64053,5910
journal_13,499,59066,5577
journal_13,5,63109,6165
journal_13,50,71866,6978
journal_13,500,44798,4490
journal_13,501,50279,4600
journal_13,502,70499,6372
journal_13,503,48822,7339
journal_13,504,59216,5264
journal_13,505,45894,7402
journal_13,506,46360,4511
journal_13,507,72402,7095
journal_13,508,3084,274
journal_13,509,89363,7665
journal_13,51,62144,6188
journal_13,510,4749,485
journal_13,511,2354,180
journal_13,512,-1,-1
journal_13,513,-1,-1
journal_13,514,-1,-1
journal_13,515,-1,-1
journal_13,516,-1,-1
journal_13,517,-1,-1
journal_13,518,-1,-1
journal_13,519,-1,-1
journal_13,52,50569,4829
journal_13,520,-1,-1
journal_13,521,-1,-1
journal_13,522,-1,-1
journal_13,523,-1,-1
journal_13,524,-1,-1
journal_13,525,-1,-1
journal_13,526,-1,-1
journal_13,527,-1,-1
journal_13,528,-1,-1
journal_13,529,-1,-1
journal_13,53,84592,8407
journal_13,530,-1,-1
journal_13,531,-1,-1
journal_13,532,-1,-1
journal_13,533,-1,-1
journal_13,534,-1,-1
journal_13,535,-1,-1
journal_13,536,-1,-1
journal_13,537,-1,-1
journal_13,538,-1,-1
journal_13,539,-1,-1
journal_13,54,93611,9486
journal_13,540,-1,-1
journal_13,541,-1,-1
journal_13,542,-1,-1
journal_13,543,-1,-1
journal_13,544,-1,-1
journal_13,545,-1,-1
journal_13,546,-1,-1
journal_13,547,-1,-1
journal_13,548,-1,-1
journal_13,549,-1,-1
journal_13,55,64601,6765
journal_13,550,-1,-1
journal_13,551,-1,-1
journal_13,552,-1,-1
journal_13,553,-1,-1
journal_13,554,-1,-1
journal_13,555,-1,-1
journal_13,556,-1,-1
journal_13,557,-1,-1
journal_13,558,-1,-1
journal_13,559,-1,-1
journal_13,56,45620,4835
journal_13,560,-1,-1
journal_13,561,-1,-1
journal_13,562,-1,-1
journal_13,563,-1,-1
journal_13,564,-1,-1
journal_13,565,-1,-1
journal_13,566,-1,-1
journal_13,567,-1,-1
journal_13,568,-1,-1
journal_13,569,-1,-1
journal_13,57,67837,6778
journal_13,570,-1,-1
journal_13,571,-1,-1
journal_13,572,-1,-1
journal_13,573,-1,-1
journal_13,574,-1,-1
journal_13,575,-1,-1
journal_13,576,-1,-1
journal_13,577,-1,-1
journal_13,578,-1,-1
journal_13,579,-1,-1
journal_13,58,67327,6941
journal_13,580,49425,4676
journal_13,581,-1,-1
journal_13,582,72857,6862
journal_13,583,63452,9708
journal_13,584,77913,7043
journal_13,585,62918,5608
journal_13,586,67564,10487
journal_13,587,62404,5988
journal_13,588,59675,8986
journal_13,589,74202,6725
journal_13,59,58261,5740
journal_13,590,65130,6115
journal_13,591,62819,5710
journal_13,592,79010,7614
journal_13,593,63396,6251
journal_13,594,4289,389
journal_13,595,53076,4739
journal_13,596,64324,5923
journal_13,597,5704,535
journal_13,598,63862,9493
journal_13,599,59380,6370
journal_13,6,65784,6550
journal_13,60,86792,8322
journal_13,600,60947,5799
journal_13,601,6880,1047
journal_13,602,85512,13548
journal_13,603,54438,8363
journal_13,604,55968,8573
journal_13,605,5190,512
journal_13,606,76077,11685
journal_13,607,5333,456
journal_13,608,62492,9703
journal_13,609,73627,11287
journal_13,61,103038,10407
journal_13,610,5664,548
journal_13,611,65551,10350
journal_13,612,60269,9022
journal_13,613,83760,12690
journal_13,614,74740,10912
journal_13,615,83367,12520
journal_13,616,5303,508
journal_13,617,32965,4984
journal_13,618,50654,4464
journal_13,619,1972,268
journal_13,62,58334,5363
journal_13,620,55662,8317
journal_13,621,56103,8641
journal_13,622,82965,12510
journal_13,623,14379,2098
journal_13,624,97083,14550
journal_13,625,51479,7923
journal_13,626,76816,11923
journal_13,627,62786,9593
journal_13,628,67220,10602
journal_13,629,76941,11442
journal_13,63,55397,5682
journal_13,630,60143,8868
journal_13,631,83086,12446
journal_13,632,68617,10288
journal_13,633,53833,8368
journal_13,634,76041,11452
journal_13,635,59732,9402
journal_13,636,5764,557
journal_13,637,2372,322
journal_13,638,77466,11581
journal_13,639,72729,11206
journal_13,64,62004,6060
journal_13,640,56665,8667
journal_13,641,-1,-1
journal_13,642,-1,-1
journal_13,643,-1,-1
journal_13,644,-1,-1
journal_13,645,-1,-1
journal_13,646,-1,-1
journal_13,647,-1,-1
journal_13,648,-1,-1
journal_13,649,-1,-1
journal_13,65,68866,6467
journal_13,650,-1,-1
journal_13,651,-1,-1
journal_13,652,-1,-1
journal_13,653,-1,-1
journal_13,654,-1,-1
journal_13,655,-1,-1
journal_13,656,-1,-1
journal_13,657,-1,-1
journal_13,658,-1,-1
journal_13,659,-1,-1
journal_13,66,85325,9143
journal_13,660,-1,-1
journal_13,661,-1,-1
journal_13,662,-1,-1
journal_13,663,-1,-1
journal_13,664,-1,-1
journal_13,665,-1,-1
journal_13,666,-1,-1
journal_13,667,-1,-1
journal_13,668,-1,-1
journal_13,669,-1,-1
journal_13,67,77784,7616
journal_13,670,-1,-1
journal_13,671,-1,-1
journal_13,672,-1,-1
journal_13,673,-1,-1
journal_13,674,-1,-1
journal_13,675,-1,-1
journal_13,676,-1,-1
journal_13,677,-1,-1
journal_13,678,-1,-1
journal_13,679,-1,-1
journal_13,68,74308,7450
journal_13,680,-1,-1
journal_13,681,-1,-1
journal_13,682,-1,-1
journal_13,683,-1,-1
journal_13,684,-1,-1
journal_13,685,-1,-1
journal_13,686,-1,-1
journal_13,687,-1,-1
journal_13,688,-1,-1
journal_13,689,-1,-1
journal_13,69,76706,7807
journal_13,690,-1,-1
journal_13,691,-1,-1
journal_13,692,-1,-1
journal_13,693,-1,-1
journal_13,694,-1,-1
journal_13,695,-1,-1
journal_13,696,-1,-1
journal_13,697,-1,-1
journal_13,698,-1,-1
journal_13,699,-1,-1
journal_13,7,72825,7162
journal_13,70,1020,91
journal_13,700,-1,-1
journal_13,701,-1,-1
journal_13,702,-1,-1
journal_13,703,-1,-1
journal_13,704,-1,-1
journal_13,705,-1,-1
journal_13,706,-1,-1
journal_13,707,-1,-1
journal_13,708,-1,-1
journal_13,709,-1,-1
journal_13,71,62497,6189
journal_13,710,-1,-1
journal_13,711,-1,-1
journal_13,712,-1,-1
journal_13,713,-1,-1
journal_13,714,-1,-1
journal_13,715,-1,-1
journal_13,716,-1,-1
journal_13,717,-1,-1
journal_13,718,-1,-1
journal_13,719,-1,-1
journal_13,72,53533,5524
journal_13,720,-1,-1
journal_13,721,61228,9650
journal_13,722,66162,10494
journal_13,723,65800,10372
journal_13,724,66675,9952
journal_13,725,55260,8612
journal_13,726,52927,7976
journal_13,727,75509,11176
journal_13,728,81095,12226
journal_13,729,94028,14370
journal_13,73,57999,5715
journal_13,730,91371,13400
journal_13,731,62969,9635
journal_13,732,70557,10774
journal_13,733,78208,12221
journal_13,734,52759,8342
journal_13,735,82724,12248
journal_13,736,77821,11962
journal_13,737,58360,8677
journal_13,738,37075,6109
journal_13,739,67384,10579
journal_13,74,55257,5220
journal_13,740,61221,9803
journal_13,741,50245,8013
journal_13,742,68750,10910
journal_13,743,2088,301
journal_13,744,63688,9589
journal_13,745,80278,12489
journal_13,746,47932,7331
journal_13,747,52082,8004
journal_13,748,2976,402
journal_13,749,36796,5843
journal_13,75,67903,6836
journal_13,750,37790,5785
journal_13,751,68224,10863
journal_13,752,65839,9911
journal_13,753,60477,9119
journal_13,754,60830,9415
journal_13,755,52081,8195
journal_13,756,61873,9367
journal_13,757,80811,11944
journal_13,758,45846,7169
journal_13,759,77837,12313
journal_13,76,48357,4666
journal_13,760,49261,7714
journal_13,761,97990,14512
journal_13,762,88802,13487
journal_13,763,63471,10034
journal_13,764,77514,11938
journal_13,765,58265,9378
journal_13,766,64169,9598
journal_13,767,63503,9911
journal_13,768,64873,10137
journal_13,769,64815,10093
journal_13,77,82037,7837
journal_13,770,43107,6664
journal_13,771,54257,8026
journal_13,772,55365,8450
journal_13,773,68664,10668
journal_13,774,69404,10719
journal_13,775,81043,12511
journal_13,776,51987,8379
journal_13,777,51418,8218
journal_13,778,49509,7289
journal_13,779,80256,11940
journal_13,78,60415,5712
journal_13,780,71554,10694
journal_13,781,-1,-1
journal_13,782,-1,-1
journal_13,783,-1,-1
journal_13,784,-1,-1
journal_13,785,-1,-1
journal_13,786,-1,-1
journal_13,787,-1,-1
journal_13,788,-1,-1
journal_13,789,-1,-1
journal_13,79,60682,5718
journal_13,790,-1,-1
journal_13,791,-1,-1
journal_13,792,-1,-1
journal_13,793,-1,-1
journal_13,794,-1,-1
journal_13,795,-1,-1
journal_13,796,-1,-1
journal_13,797,-1,-1
journal_13,798,-1,-1
journal_13,799,-1,-1
journal_13,8,48486,4797
journal_13,80,60354,5751
journal_13,800,-1,-1
journal_13,801,-1,-1
journal_13,802,-1,-1
journal_13,803,-1,-1
journal_13,804,-1,-1
journal_13,805,-1,-1
journal_13,806,-1,-1
journal_13,807,-1,-1
journal_13,808,-1,-1
journal_13,809,-1,-1
journal_13,81,70910,6855
journal_13,810,-1,-1
journal_13,811,-1,-1
journal_13,812,-1,-1
journal_13,813,-1,-1
journal_13,814,-1,-1
journal_13,815,-1,-1
journal_13,816,-1,-1
journal_13,817,-1,-1
journal_13,818,-1,-1
journal_13,819,-1,-1
journal_13,82,83918,8678
journal_13,820,-1,-1
journal_13,821,-1,-1
journal_13,822,-1,-1
journal_13,823,-1,-1
journal_13,824,-1,-1
journal_13,825,-1,-1
journal_13,826,-1,-1
journal_13,827,-1,-1
journal_13,828,-1,-1
journal_13,829,-1,-1
journal_13,83,82632,7666
journal_13,830,-1,-1
journal_13,831,-1,-1
journal_13,832,-1,-1
journal_13,833,-1,-1
journal_13,834,-1,-1
journal_13,835,-1,-1
journal_13,836,-1,-1
journal_13,837,-1,-1
journal_13,838,-1,-1
journal_13,839,-1,-1
journal_13,84,79139,7682
journal_13,840,-1,-1
journal_13,841,-1,-1
journal_13,842,-1,-1
journal_13,843,-1,-1
journal_13,844,-1,-1
journal_13,845,-1,-1
journal_13,846,-1,-1
journal_13,847,-1,-1
journal_13,848,-1,-1
journal_13,849,-1,-1
journal_13,85,112064,11259
journal_13,850,-1,-1
journal_13,851,-1,-1
journal_13,852,-1,-1
journal_13,853,60792,9239
journal_13,854,81988,12471
journal_13,855,46228,7142
journal_13,856,45219,6874
journal_13,857,63276,9892
journal_13,858,77315,11835
journal_13,859,51553,8177
journal_13,86,66909,6694
journal_13,860,50564,8118
journal_13,861,70150,11200
journal_13,862,80647,12304
journal_13,863,72192,11200
journal_13,864,43045,6513
journal_13,865,59287,9567
journal_13,866,40365,6284
journal_13,867,59700,8979
journal_13,868,75904,11560
journal_13,869,58935,8879
journal_13,87,58961,5901
journal_13,870,64103,10231
journal_13,871,61400,9541
journal_13,872,58490,9197
journal_13,873,70956,10764
journal_13,874,108681,16493
journal_13,875,75916,11926
journal_13,876,55366,8630
journal_13,877,2090,297
journal_13,878,46357,7319
journal_13,879,56202,8603
journal_13,88,52001,4869
journal_13,880,45668,7191
journal_13,881,53821,8527
journal_13,882,62924,9566
journal_13,883,53025,8181
journal_13,884,53428,8395
journal_13,885,70159,11189
journal_13,886,69061,10700
journal_13,887,67260,10330
journal_13,888,68023,10605
journal_13,889,71866,11330
journal_13,89,76295,7340
journal_13,890,74441,11257
journal_13,891,1422,200
journal_13,892,82665,13070
journal_13,893,43135,6974
journal_13,894,85731,12566
journal_13,895,71879,11352
journal_13,896,70512,11185
journal_13,897,42271,6326
journal_13,898,58371,8848
journal_13,899,66153,10243
journal_13,9,60183,7086
journal_13,90,38499,3529
journal_13,900,78203,12673
journal_13,901,36571,6103
journal_13,902,77483,12331
journal_13,903,52555,8295
journal_13,904,52232,8121
journal_13,905,60245,9254
journal_13,906,71121,10481
journal_13,907,73140,11349
journal_13,908,58184,8893
journal_13,909,65730,9919
journal_13,91,72148,7168
journal_13,910,47524,7623
journal_13,911,56742,8836
journal_13,912,3769,539
journal_13,913,-1,-1
journal_13,914,-1,-1
journal_13,915,-1,-1
journal_13,916,-1,-1
journal_13,917,-1,-1
journal_13,918,-1,-1
journal_13,919,-1,-1
journal_13,92,74832,7987
journal_13,920,-1,-1
journal_13,921,-1,-1
journal_13,922,-1,-1
journal_13,923,-1,-1
journal_13,924,-1,-1
journal_13,925,-1,-1
journal_13,926,-1,-1
journal_13,927,-1,-1
journal_13,928,-1,-1
journal_13,929,-1,-1
journal_13,93,77323,7208
journal_13,930,-1,-1
journal_13,931,-1,-1
journal_13,932,-1,-1
journal_13,933,-1,-1
journal_13,934,-1,-1
journal_13,935,-1,-1
journal_13,936,-1,-1
journal_13,937,-1,-1
journal_13,938,-1,-1
journal_13,939,-1,-1
journal_13,94,72836,7455
journal_13,940,-1,-1
journal_13,941,-1,-1
journal_13,942,-1,-1
journal_13,943,-1,-1
journal_13,944,-1,-1
journal_13,945,-1,-1
journal_13,946,-1,-1
journal_13,947,-1,-1
journal_13,948,-1,-1
journal_13,949,-1,-1
journal_13,95,87085,8362
journal_13,950,-1,-1
journal_13,951,-1,-1
journal_13,952,-1,-1
journal_13,953,-1,-1
journal_13,954,-1,-1
journal_13,955,-1,-1
journal_13,956,-1,-1
journal_13,957,-1,-1
journal_13,958,-1,-1
journal_13,959,-1,-1
journal_13,96,66392,6383
journal_13,960,-1,-1
journal_13,961,-1,-1
journal_13,962,-1,-1
journal_13,963,-1,-1
journal_13,964,-1,-1
journal_13,965,-1,-1
journal_13,966,-1,-1
journal_13,967,-1,-1
journal_13,968,-1,-1
journal_13,969,-1,-1
journal_13,97,45377,4386
journal_13,970,-1,-1
journal_13,971,-1,-1
journal_13,972,-1,-1
journal_13,973,-1,-1
journal_13,974,-1,-1
journal_13,975,-1,-1
journal_13,976,-1,-1
journal_13,977,-1,-1
journal_13,978,-1,-1
journal_13,979,-1,-1
journal_13,98,78245,7282
journal_13,980,-1,-1
journal_13,981,-1,-1
journal_13,982,-1,-1
journal_13,983,-1,-1
journal_13,984,-1,-1
journal_13,985,-1,-1
journal_13,986,-1,-1
journal_13,987,-1,-1
journal_13,988,-1,-1
journal_13,989,-1,-1
journal_13,99,61421,5829
journal_13,990,-1,-1
journal_13,991,-1,-1
journal_13,992,-1,-1
journal_13,993,-1,-1
journal_13,994,-1,-1
journal_13,995,-1,-1
journal_13,996,61951,9712
journal_13,997,81780,12225
journal_13,998,49561,7596
journal_13,999,53444,8600
journal_14,1,1706,163
journal_14,10,43177,6171
journal_14,100,52015,7399
journal_14,1000,5397,675
journal_14,1001,13087,1803
journal_14,1002,87243,12638
journal_14,1003,40061,5557
journal_14,1004,65257,9380
journal_14,1005,61456,8618
journal_14,1006,51978,7858
journal_14,1007,38807,5617
journal_14,1008,38758,5709
journal_14,1009,56032,8528
journal_14,101,40881,6256
journal_14,1010,5120,636
journal_14,1011,44482,6745
journal_14,1012,28693,4017
journal_14,1013,32193,4521
journal_14,1014,34120,4825
journal_14,1015,80860,11954
journal_14,1016,62219,8855
journal_14,1017,57507,8210
journal_14,1018,59379,8524
journal_14,1019,52799,7269
journal_14,102,59535,8938
journal_14,1020,62782,9412
journal_14,1021,66753,9631
journal_14,1022,45595,6514
journal_14,1023,51877,7225
journal_14,1024,60166,8165
journal_14,1025,37195,5196
journal_14,1026,69866,10340
journal_14,1027,33257,4612
journal_14,1028,62174,8631
journal_14,1029,74091,10231
journal_14,103,37105,5651
journal_14,1030,48143,6852
journal_14,1031,59071,8152
journal_14,1032,55076,7836
journal_14,1033,47328,6752
journal_14,1034,74861,9913
journal_14,1035,55867,7610
journal_14,1036,47479,6826
journal_14,1037,26027,3493
journal_14,1038,34412,4885
journal_14,1039,38258,5555
journal_14,104,72602,10998
journal_14,1040,70261,9940
journal_14,1041,65834,8909
journal_14,1042,72471,9894
journal_14,1043,67634,9389
journal_14,1044,55466,7508
journal_14,1045,57331,8235
journal_14,1046,53798,7640
journal_14,1047,5114,636
journal_14,1048,68441,9920
journal_14,1049,57893,8222
journal_14,105,7879,1115
journal_14,1050,65864,9361
journal_14,1051,59216,8207
journal_14,1052,67118,9732
journal_14,1053,71287,10022
journal_14,1054,5160,639
journal_14,1055,24978,3511
journal_14,1056,23339,3044
journal_14,1057,54853,7518
journal_14,1058,62624,8493
journal_14,1059,62354,8968
journal_14,106,47114,6818
journal_14,1060,52459,7694
journal_14,1061,73805,10244
journal_14,1062,70888,10540
journal_14,1063,38245,5266
journal_14,1064,32138,4325
journal_14,1065,60867,8346
journal_14,1066,69870,9853
journal_14,1067,40452,5390
journal_14,1068,5160,639
journal_14,1069,24978,3511
journal_14,107,44430,6000
journal_14,1070,23339,3044
journal_14,1071,54853,7518
journal_14,1072,62624,8493
journal_14,1073,62354,8968
journal_14,1074,52459,7694
journal_14,1075,73805,10244
journal_14,1076,70888,10540
journal_14,1077,38245,5266
journal_14,1078,32138,4325
journal_14,1079,60867,8346
journal_14,108,45337,6603
journal_14,1080,69870,9853
journal_14,1081,40452,5390
journal_14,1082,5495,689
journal_14,1083,9592,1327
journal_14,1084,44541,6488
journal_14,1085,40314,5663
journal_14,1086,58291,8531
journal_14,1087,59657,8959
journal_14,1088,55792,8221
journal_14,1089,38358,5550
journal_14,109,26221,3622
journal_14,1090,74293,10443
journal_14,1091,5161,640
journal_14,1092,70589,9887
journal_14,1093,60965,8664
journal_14,1094,86484,12071
journal_14,1095,50178,7159
journal_14,1096,56970,7847
journal_14,1097,35808,5270
journal_14,1098,70875,10496
journal_14,1099,82382,11829
journal_14,11,17333,2392
journal_14,110,47529,6796
journal_14,1100,68528,10690
journal_14,1101,54254,7446
journal_14,1102,71474,9767
journal_14,1103,50247,7286
journal_14,1104,43855,6102
journal_14,1105,71859,9969
journal_14,1106,44564,6463
journal_14,1107,80626,11267
journal_14,1108,49280,6892
journal_14,1109,54953,7793
journal_14,111,44960,6608
journal_14,1110,36349,5142
journal_14,1111,77127,11014
journal_14,1112,45508,6581
journal_14,1113,83351,11839
journal_14,1114,65563,9101
journal_14,1115,68388,9655
journal_14,1116,5284,657
journal_14,1117,56971,7958
journal_14,1118,71431,10258
journal_14,1119,18237,2637
journal_14,112,2785,297
journal_14,1120,58881,8452
journal_14,1121,62022,8732
journal_14,1122,65540,9464
journal_14,1123,51129,7365
journal_14,1124,31519,4406
journal_14,1125,19019,2749
journal_14,1126,5163,640
journal_14,1127,22330,2942
journal_14,1128,59833,8401
journal_14,1129,53573,7469
journal_14,113,27570,4220
journal_14,1130,32614,4541
journal_14,1131,47382,6190
journal_14,1132,71787,10234
journal_14,1133,44682,5815
journal_14,1134,68102,9153
journal_14,1135,5198,644
journal_14,1136,26903,3741
journal_14,1137,73233,10844
journal_14,1138,54161,7919
journal_14,1139,57459,8058
journal_14,114,69415,10200
journal_14,1140,67471,9446
journal_14,1141,50353,7171
journal_14,1142,54451,8169
journal_14,1143,65103,8790
journal_14,1144,64882,8863
journal_14,1145,64481,8734
journal_14,1146,5194,644
journal_14,1147,73318,10413
journal_14,1148,47243,6777
journal_14,1149,88322,12200
journal_14,115,66966,9985
journal_14,1150,47065,6532
journal_14,1151,5410,660
journal_14,1152,32730,4435
journal_14,1153,68557,9681
journal_14,1154,88310,12650
journal_14,1155,88781,12106
journal_14,1156,45443,6379
journal_14,1157,81778,10930
journal_14,1158,71593,9886
journal_14,1159,90124,12636
journal_14,116,42774,6095
journal_14,1160,64954,9101
journal_14,1161,62704,8564
journal_14,1162,76667,10833
journal_14,1163,5408,660
journal_14,1164,74541,10827
journal_14,1165,76101,10786
journal_14,1166,79123,11376
journal_14,1167,74125,10565
journal_14,1168,50543,6798
journal_14,1169,60217,8619
journal_14,117,22226,3278
journal_14,1170,59836,8321
journal_14,1171,66583,9636
journal_14,1172,60491,8084
journal_14,1173,66669,9921
journal_14,1174,70724,10185
journal_14,1175,53071,7275
journal_14,1176,62039,8856
journal_14,1177,49359,6789
journal_14,1178,57057,8172
journal_14,1179,71682,10403
journal_14,118,53463,7947
journal_14,1180,23586,3236
journal_14,1181,78945,11606
journal_14,1182,68821,9752
journal_14,1183,78283,11364
journal_14,1184,86244,12555
journal_14,1185,42498,5968
journal_14,1186,51278,7395
journal_14,1187,63880,8833
journal_14,1188,42353,6030
journal_14,1189,53890,7335
journal_14,119,72589,10533
journal_14,1190,5422,660
journal_14,1191,25280,3387
journal_14,1192,31210,4226
journal_14,1193,30157,4066
journal_14,1194,46018,6599
journal_14,1195,63485,8605
journal_14,1196,64139,9564
journal_14,1197,73093,9929
journal_14,1198,48852,6918
journal_14,1199,58814,8277
journal_14,12,43208,6092
journal_14,120,43629,6226
journal_14,1200,54088,7252
journal_14,1201,56454,7939
journal_14,1202,75798,10453
journal_14,1203,44069,6608
journal_14,1204,73751,10559
journal_14,1205,5426,660
journal_14,1206,54981,7479
journal_14,1207,56420,8363
journal_14,1208,128954,16434
journal_14,1209,73317,10593
journal_14,121,45199,6543
journal_14,1210,48555,7075
journal_14,1211,42059,5813
journal_14,1212,48097,6649
journal_14,1213,48361,6475
journal_14,1214,54385,7537
journal_14,1215,69005,9392
journal_14,1216,68663,9919
journal_14,1217,43779,6237
journal_14,1218,56881,7874
journal_14,1219,73740,9925
journal_14,122,5097,658
journal_14,1220,44766,5916
journal_14,1221,118521,15783
journal_14,1222,74877,10882
journal_14,1223,60120,8054
journal_14,1224,54553,7630
journal_14,1225,68800,9364
journal_14,1226,73144,10224
journal_14,1227,50639,6715
journal_14,1228,64884,8852
journal_14,1229,62191,9582
journal_14,123,48816,7189
journal_14,1230,73984,10023
journal_14,1231,5585,682
journal_14,1232,11512,1499
journal_14,1233,59948,8666
journal_14,1234,41025,6024
journal_14,1235,64649,8885
journal_14,1236,73298,10572
journal_14,1237,68955,9401
journal_14,1238,68058,9353
journal_14,1239,59577,8584
journal_14,124,34698,4993
journal_14,1240,5690,696
journal_14,1241,10160,1357
journal_14,1242,63661,9131
journal_14,1243,68431,9949
journal_14,1244,36084,4889
journal_14,1245,41734,5798
journal_14,1246,66257,8824
journal_14,1247,28005,3986
journal_14,1248,56430,7737
journal_14,1249,40238,5684
journal_14,125,47965,6676
journal_14,1250,80719,11551
journal_14,1251,5432,660
journal_14,1252,23339,3073
journal_14,1253,35268,4897
journal_14,1254,21813,2917
journal_14,1255,82849,11470
journal_14,1256,47535,6618
journal_14,1257,85469,11508
journal_14,1258,50664,6935
journal_14,1259,56085,7542
journal_14,126,53987,7922
journal_14,1260,42500,5639
journal_14,1261,52467,7080
journal_14,1262,65006,9021
journal_14,1263,72846,10065
journal_14,1264,35387,5086
journal_14,1265,78376,11189
journal_14,1266,57633,7933
journal_14,1267,61457,8704
journal_14,1268,86818,12378
journal_14,1269,94459,13705
journal_14,127,38765,5479
journal_14,1270,70020,9712
journal_14,1271,85826,11694
journal_14,1272,37063,5012
journal_14,1273,78694,10967
journal_14,1274,76835,10456
journal_14,1275,31435,4560
journal_14,1276,46920,6684
journal_14,1277,63494,9090
journal_14,1278,63528,8794
journal_14,1279,60865,8622
journal_14,128,41979,6160
journal_14,1280,117233,16079
journal_14,1281,46996,6853
journal_14,1282,59558,8133
journal_14,1283,71667,10296
journal_14,1284,5432,660
journal_14,1285,49997,7043
journal_14,1286,41014,5687
journal_14,1287,39098,5467
journal_14,1288,64690,8879
journal_14,1289,84311,12097
journal_14,129,38567,5640
journal_14,1290,58358,8066
journal_14,1291,64190,8907
journal_14,1292,57436,8112
journal_14,1293,90867,12537
journal_14,1294,64599,9260
journal_14,1295,62132,8600
journal_14,1296,84153,10880
journal_14,1297,70491,9385
journal_14,1298,68893,9700
journal_14,1299,51122,7460
journal_14,13,49368,7395
journal_14,130,7843,1080
journal_14,1300,76678,11094
journal_14,1301,62409,8508
journal_14,1302,34127,4818
journal_14,1303,73557,10396
journal_14,1304,5428,660
journal_14,1305,44441,6618
journal_14,1306,72760,10156
